caption;commentsCount;firstComment;Comments/0/likesCount;Comments/0/Username;Comments/0/text;Comments/1/likesCount;Comments/1/ownerUsername;Comments/1/text;Comments/2/likesCount;Comments/2/ownerUsername;Comments/2/text;Comments/3/likesCount;Comments/3/ownerUsername;Comments/3/text;Comments/4/likesCount;Comments/4/ownerUsername;Comments/4/text;Comments/5/likesCount;Comments/5/ownerUsername;Comments/5/text;Comments/6/likesCount;Comments/6/ownerUsername;Comments/6/text;likesCount;ownerUsername;timestamp
"Halo, perkenalkan nama saya Alma. saya merupakan mahasiswa Universitas Airlangga yang sedang menempuh program studi independen di PT. Microsoft Indonesia. Track yang saya ambil adalah Microsoft Productivity : The Modern Workplace. Awalnya saya ragu dengan program studi independen ini apakah worth dan benar-benar berjalan sesuai apa yang direncanakan dan dijanjikan melalui website Merdeka Belajar. jujur saya tertarik mengikuti program ini karna mereka menawarkan benefit sertifikasi internasional Microsoft. Ternyata yang saya dapatkan lebih dari harapan saya. 

Let me introduce you, the most valuable program i've ever participated in: Studi Independen Microsoft Productivity : The Modern Workplace. Tempat dimana saya mendapatkan insight tentang bagaimana teknologi sangat berpengaruh khususnya berbagai program yang ditawarkan oleh Microsoft. Mulai dari hal sekecil reminder sampai dengan kegiatan kompleks untuk perusahaan besar bisa dilakukan oleh Microsoft dengan sangat mudah. Melalui program ini juga saya berkesempatan mengikuti sertifikasi internasional yang sangat berguna sebagai validasi pahamnya kita dalam bidang tersebut. 

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";20;gokiiiil;0;salsabilakamilaa;gokiiiil;0;nabilanurhdyt;aaaaaa kereeeeen bgtt sipipp?;0;iqbalridho_;Tutor gratis sabi lah ya;1;almaryhn;@nabilanurhdyt aaaa panutanquee;0;almaryhn;@salsabilakamilaa cillll;0;;;0;;;145;almaryhn;2021-12-21T09:58:11.000Z
"Hi everyone!

My name is Aditya Rifqi from Automation Engineering major at Bandung Polytechnic for Manufacturing. I'm very grateful to be a part of Studi Independen Bersertifikat with Data and Artificial Intelligence Track by Kampus Merdeka  at Microsoft .

From this program, I have learned a lot of lessons and amazing experiences. Also, from this program i got alot of knowledge about data and AI and also many friends from all over Indonesia.

Thank you to Microsoft , MariBelajar, and Kampus Merdeka for giving me this great opportunity. Thanks to DAi-001 class mentor Mr. Hari setiabudi Husni and DAI-001 class mentor assistant kak Nida Ellahi who guided us in this program.

@microsoft @microsofteducationindonesia @kampusmerdeka.ri @maribelajar_id 
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;71;aditya__r14;2021-12-22T02:09:18.000Z
"Membayangkan bisa bersamanya saja sudah hal yang sulit, apalagi menjalani waktu bersamanya

Awalnya sih gitu, namun ini seperti jatuh cinta pada pandangan pertama. Pantang pulang sebelum dapat.

Pepatah bilang jikalau ingin mendapat anaknya, dekatilah orang terdekatnya. Karena restu ortu dan restu bestie jadi faktor utama.  
Yang terhormat Bapak Mentri Pendidikan Nadiem Anwar Makarim aka Mas Nadiem, walau kita tak kenal secara pribadi, tapi setidaknya kenal lewat aplikasi. Terima kasih, Pak, telah melahirkan “anak” yang dengannya saya mendapat banyak pengalaman.
 
Saya, Eko Cahya Purnama, remaja separuh lemak yang juga Mahasiswa di Sekolah Tinggi Teknologi Bandung telah mengikuti program Kampus Merdeka yang notabene adalah ""anak"" dari Kemendikbud; yaitu Studi Independen di perusahaan besar Microsoft.

Awalnya saya pikir akan mendapat lisensi Windows gratis, tapi ternyata tidak loh, saya malah dapat yang lebih bernilai yaitu pengetahuan tentang cloud computing dalam learning track cloud fundamental. Dan tidak hanya sampai di situ, sayapun mendapat kesempatan sertifikasi dari Microsoft. Sudah dapat pengetahuannya, dapat pula sertifikasinya (kalau lulus ujiannya). Baek bener emang.

Sayapun dipertemukan dengan Mentor yang baik sekali Bapak Erick Kurniawan. Saya ucapkan terima kasih Pak, sudah memberikan pengajaran yang luar biasa. Walau bertemu secara virtual tapi kebaikan Bapak tersampaikan dengan nyata. Semoga Bapak sehat selalu.

Tidak lupa Asisten Mentor di kelas CF004 Kak Keren Kezia @kerenkezia12 yang kawaii, seperti namanya orangnya keren banget. Sabar mendengar dan menanggapi setiap keluhan kami, telaten meski kerap mendapat serangan curcol para mahasiswa dan rajin mengingatkan jikalau ada yang telat mengumpulkan laporan. Kakakable banget deh. Semoga kakaknya sehat, berkarir cemerlang dan selalu ceria. 

Last but not least.. ceeiilehh.

Teruntuk teman-teman dari kelas CF004, kita datang dari banyak latar belakang, tempat, dan zona waktu. Terima kasih untuk kerja sama, kebersamaan, susah senang, dan pengalaman kegalauan di tengah huru-hara deadline.
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar #sttbandung";20;Copas dimana nak eko captionnya;0;leorizky19;Copas dimana nak eko captionnya;0;leorizky19;;0;vidz_garfield;Apakah bapak botak, apa delusi poto;0;situeko;@leorizky19 maaf kak lew, ini hasil jerih payah saya dan tim;1;leorizky19;@situeko sukses selalu kak eko;0;;;0;;;61;situeko;2021-12-23T12:22:53.000Z
"Halo

Perkenalkan saya Fitri Khumaeroh salah satu peserta dari program Studi Independen bersertifikat Kampus Merdeka di PT Microsoft Indonesia pada learning track Microsoft Productivity: The Modern Workplace.

Melalui program ini, saya mendapatkan ilmu dan keterampilan baru serta berkesempatan untuk mendapatkan sertifikat internasional yang sangat berguna untuk saya kedepannya

Saya ucapkan terimakasih kepada @kampusmerdeka.ri  @microsofteducationindonesia @maribelajar_id yang telah memberikan kesempatan yang luar biasa ini, sehingga saya dapat belajar dan bertemu dengan teman-teman dari berbagai daerah di Indonesia. 

#Microsoft #merdekakanpeluang
#kampusmerdeka #studiindependen #maribelajar";2;Like balik ya kak;0;arioktafio_hjrh;Like balik ya kak;0;rikiabdul8611;Hai juga.....gmna kbar .??;0;;;0;;;0;;;0;;;0;;;29;khumaerohfitri;2021-12-23T10:19:13.000Z
"Hidup memang penuh pembelajaran. Kalo penuh dia, itu bucin namanya. 

Halo! Saya Alifia Nur Fauzan, mahasiswi tingkat akhir (read: tua) Institut Pertanian Bogor yang selama 4 bulan terakhir ini mengikuti kegiatan SIB (Studi Istri Bersertifikat). Hehe bercanda, Studi Independen Bersertifikat maksudnya ? 

Studi Independen Bersertifikat Microsoft Productivity: the Modern Workplace menjadi bagian perjalanan hidup saya yang memberikan banyak sekali pembelajaran. If you think I'm only learning 'bout Microsoft, you're wrong! Percayalah banyak pelajaran yang bisa diambil, kecuali hati dia yang gabisa diambil  

Poin plus yang bikin makin bahagia adalah bisa ikut 4 kali sertifikasi Microsoft tanpa dipungut biaya apapun. Nah kan, bahagia ga cuma tentang dia, tapi ikut SIB di Microsoft juga bisa bikin bahagia.

You make the world a better place by making yourself a better person 
-Sorrell-

#microsoft #merdekakanpeluang #kampusmerdeka #studiindependen #maribelajar";25;Hai mba, salam kenal mbaa, follback dong mba;0;igustiayutara;Hai mba, salam kenal mbaa, follback dong mba;0;haris_ihsannur;Serem amat captionnya wkwkk;0;lufitayuwandini;Kalo lamar kerja kayanya fia yg dilamar Hr nya;0;swan_rend;Kerenn.. temen aku emang gak kaleng2 dehh ??;0;ayuyustikaaa;Bisa bgttt bikin captionnya;0;lifianrfzn_;@haris_ihsannur wkwkw lebih ke curhat ya ga si;0;;;184;lifianrfzn_;2021-12-23T13:11:08.000Z
"Studi Independen Kampus Merdeka PT Microsoft Indonesia - Cloud Fundamental Track

Halo, perkenalkan, saya Berlin Lasroy Simbolon  mahasiswa Universitas Lampung semester 7 Prodi Pendidikan Fisika  sebagai salah satu peserta program Kampus Merdeka Studi Independen di PT Microsoft Indonesia -Cloud Fundamental Track. Saya mengucapkan terimakasih yang sebanyak-banyaknya karena telah diberikan kesempatan mengikuti program ini.

Selama mengikuti kegitan ini dalam kurun waktu 4 bulan (30 Agustus-23 Desember) banyak sekali pengalaman yang saya dapatkan, saya mempelajari Cloud Fundamental Track Azure dan mempelajari arsitektur dan layanan-layanan yang disediakan oleh Azure. Kelas Cloud Fundamental Track memberikan pandangan baru tentang 
pemanfaatan sumber daya teknologi, terkhusus pemanfaatan teknologi komputasi awan di masa mendatang.

Selain ilmu yang bermanfaat saya juga mendapatkan teman dari berbagai kampus yang selalu berbagi dalam hal keilmuan. Semoga Ilmu yang saya dapatkan dari program Studi Independen ini dapat bermanfaat bagi tujuan saya kedepannya dalam hal media pembelajaran.

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #maribelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;44;berlin_30_12;2021-12-23T01:19:39.000Z
"Hallo, Nama saya Nor Mutia Rahmah dari Universitas Lambung Mangkurat Saat ini saya sedang mengikuti program MSIB dan akan menjadi  alumnus pertama program Studi Independen Kampus merdeka di PT. Microsoft Indonesia dengan jalur pembelajaran Microsoft Productivty : The Modern Workplace. Suatu kehormatan bagi saya dapat berkesempatan belajar langsung di mitra/industry PT. Microsoft Indonesia. 
Selama 4 bulan saya belajar, saya dapat pengalaman dan pengetahuan baru, bertemu teman-teman dari berbagai perguruan tinggi di Indonesia, mendapat bimbingan dengan mentor  serta asmen yang kompeten dan handal dibidangnya.
Microsoft Productivity: The Modern Workplace membuka pengetahuan saya lebih luas dan dalam lagi tentang penggunaan Microsoft Offce (Word, Excel dan Powerpoint) sehingga fitur fitur yang ada dapat digunakan secara lebih optimal lagi. Yang mana penggunaannya sangat bermanfaat membantu pekerjaan manusia baik dalam dunia Pendidikan maupun Bisnis. 
Dalam program ini materi yang sangat awam sekali bagi saya sebagai mahasiswi jurusan Teknologi Industri Pertanian adalah materi Microsoft Outlook dan Microsoft Power Platforms. Namun, dari materi ini saya jadi mendapat ilmu dan skill baru tentang penggunaan produk-produk aplikasi Microsoft yang lain. Serta materi yang lain yang tidak kalah peting adalah pembelajaran tentang IT dasar pada Cloud Fundamentals Microsoft 365.
Disini saya juga ingin mengucapkan terima kasih kepada bapak Menteri kemendikbudristek  yang telah menyediakan ruang untuk para mahasiswa mendapatkan pembelajaran diluar kampus atau mendapatkan pembelajaran langsung di mitra/industry sebagai wadah untuk lebih mengasah kemampuan. Terima kasih juga kepada seluruh pihak Microsoft terutama mentor saya dikelas MP-006 bu Clara Yunita Tatang, S.T serta Ka Syahrir selaku asisten mentor yang telah sabar membimbing kami selama mengikuti program di Microsoft. Serta tidak lupa saya ucapkan terima kasih kepada teman-teman seperjuangan di MP-005 yang telah banyak membantu dan mau berbagi ilmunya Ketika saya mengalami kesulitan. @microsofteducationindonesia
@maribelajar_id @kampusmerdeka.ri 
#microsoft #MerdekakanPeluang #KampusMerdeka #StudiIdependen #Maribelajar";4;Mutiiiiiiiiiii akhirnya yaaa;1;nurinjaniiiii;Mutiiiiiiiiiii akhirnya yaaa;2;mutiarahmh_;Dan terakhir  terima kasih kepada dospem saya bunda hesty, kampus ULM, serta prodi, kepada keluarga, dan teman teman terdekat saya atas asupan support semangat, pengertiannya dan bantuan selama saya mengikuti program SI ini;1;mutiarahmh_;Lanjut ke komen maafken caption yang sangat panjang lebar kali tinggi ini;1;mutiarahmh_;@nurinjaniiiii akhirnya  terlewatin alhamdulillah;0;;;0;;;0;;;75;mutiarahmh_;2021-12-23T01:33:59.000Z
"Hai, perkenalkan nama saya Natanael Setiawan dari Universitas Dinamika Surabaya. Saya merupakan salah satu mahasiswa Studi Independen dari program yang diselenggarakan oleh kampus merdeka dan untuk kesempatan kali ini saya diterima di PT Microsoft Indonesia, saya memilih Cloud Fundamental Track sebagai pembelajaran yang saya ambil kali ini.

Setelah mengikuti pembelajaran selama 4 bulan saya mendapat banyak hal hal baru, seperti teman - teman baru, ilmu dan pengalaman baru tentunya. Disini saya belajar tentang Azure Fundamental yang berisi tentang dasar dasar dari Azure Cloud Computing, Power Platform Fundamental dimana kita mempelajari tentang service dan platform apa saja yang ada di Azure, Microsoft Security-Compliance-Identity yang berisi tentang bagaimana cara mengamankan sebuah service/platform yang ada di Azure dan juga Azure Administrator dimana kita belajar tentang cara mengontrol/mengamati masuk keluarnya akun/kegiatan yang sedang berlangsung di salah satu service/platform yang adaAzure kita

Pengalaman ini sangat langka dan saya berterima kasih kepada kampus merdeka dan juga para mentor yaitu kak anis @manise.kawaii dan kak hanzen dimana telah membimbing saya dalam Studi Independen ini dan tidak lupa juga kepada teman - teman kelas CF-003 yang sudah saling mendukung satu sama lain dalam program ini. Terimakasih untuk kesempatan yang sudah diberikan

#microsoft #merdekakanpeluang #kampusmerdeka #studiindependen #maribelajar";3;Heh nat;0;michaelchristian.s;Heh nat;0;natanaels7;@michaelchristian.s haa opo;0;michaelchristian.s;@natanaels7 wocooo grupp lehhh;0;;;0;;;0;;;0;;;61;natanaels7;2021-12-22T13:49:59.000Z
"Hi, sy eka salah satu mahasiswa jurusan akuntansi yg mengikuti program studi independen bersertifikat (SIB) di PT. Microsoft Indonesia dengan learning track Microsoft productivity : the modern workplace 

Menyenangkan sekali memiliki kesempatan untuk blajar di luar kampus sy yakni di Microsoft Indonesia yg menurut sy merupakan perusahaan bergensi di bidang teknologi, banyak sekali ilmu pengetahuan baru untuk sy apalagi dri jurusan yg berbeda yg menurutku jga merupakan ilmu yg mahal dan blm banyak tersosialisasi dilingkungan sy. Trimakasih banyak untuk ilmu, pengalaman dan bimbingannya 

#microsoft
#maribelaiar
#kampusmerdeka #studiindependen #merdekakanpeluang";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;57;ekaa_mu;2021-12-23T07:51:06.000Z
"Assalamu'alaikum warahmatullahi wabarakatuh
Perkenalkan saya Al Hamid Yusuf Mahasiswa jurusan Teknik Elektro Universitas Lampung salah satu peserta studi independen Merdeka Belajar Kampus Merdeka Kementerian Pendidikan dan Kebudayaan di PT Microsoft Indonesia pada learning track Data and Artificial Intelligence dengan belajar selama kurang-lebih 4 bulan.

Selama melakukan Studi Independen saya belajar tentang 4 fokus pembelajaran yaitu Azure Data Fundamental, Azure AI Fundamental, Power Platform Fundamental dan juga Analyzing Data with Power BI.

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;39;alhamid.yusuf;2021-12-23T05:12:57.000Z
"Hello!

My name is Muhammad Zaynurroyhan, I'm an Informatics Engineering Undergraduate Student from Muhammadiyah University of Sukabumi. I'm one of the participants on MSIB Kampus Merdeka at PT. Microsoft Indonesia, Cloud Fundamentals Track.

Generally in this program, I was taught about Microsoft Cloud Computing platform, Azure. Apart from that, I also learned about Microsoft Power Platform and Microsoft Security, Compliance and Identity. During the completion of this program, I got a lot of new insights about cloud computing world, like the importance of cloud infrastructure, difference between IaaS, PaaS, and SaaS, and many more. This program also provides its participants to validate their skills and knowledge with several certifications issued by Microsoft, such as PL-900, SC-900, AZ-900, etc.

Thank you @kampusmerdeka.ri , @microsofteducationindonesia and @maribelajar_id for the opportunity. Last but not least, I'd like to say thank you to those who have helped me a lot during this program, CF-002 Mentor Mr. Muhammad Arief Nugroho, CF-002 Mentor Assistant Aulia Rahman, and CF-002 Fellas.

See you on the other side...

#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;23;royhan_zay;2021-12-22T16:18:36.000Z
"Hi, perkenalkan namaku Faza dari Unsoed. Aku sedang mengikuti Studi Independent di Microsoft Indonesia dengan Learning Track Microsoft Productivity: The Modern Workplace. Aku mempelajari mengenai Microsoft Office 365, khususnya Ms Word, Ms Excel, Ms PowerPoint, dan Ms Outlook. Mengenal Microsoft 365 Fundamentals, serta Microsoft Power Platform Fundamentals: Power Apps, Power Automate, Power BI, dan Virtual Agents.

Aku merasa bahagia dengan learning track ini. Microsoft berhasil memikatku dengan segala layanan yang ditawarkannya. Power Apps membantuku menyelesaikan aplikasi pertama yang aku buat untuk tugas akhir/Capstone. Aku juga melakukan automatisasi pekerjaan dengan memanfaatkan Power Automate, dan pengalaman membuat Chatbot menggunakan Virtual Agents. Microsoft Office 365 juga mengejutkanku, kukira selama ini aku sudah cukup tahu mengenai Ms Office, ternyata banyak sekali pengetahuan dan keterampilan baru yang bisa dijelajahi pada Ms Office.

This all amazing journey couldn't be done without our lovely  caring highly motivated mentor @fitasukiyani and our best  education assistant Noorsy Irfanio Romadhan. Also I send my deepest gratitude to @microsofteducationindonesia, @maribelajar_id, @kampusmerdeka.ri to initialize and develop this powerful program. 

#Microsoft #MerdekakanPeluang #KampusMerdeka
#Studilndependen #maribelajar";12;You're most welcome dik @mufazahd keep the spirit ya, hwaiting;0;fitasukiyani;You're most welcome dik @mufazahd keep the spirit ya, hwaiting;0;ray_ibrh;Anzayy keren bgt brodii;0;elliah.h;Hooh itu aku;0;elliah.h;Itu mirip tanganku yg dibelakang;0;fnfau;@mufazahd me too :(;0;;;0;;;58;mufazahd;2021-12-22T14:42:50.000Z
"[STUDI INDEPENDEN 2021]

Halo, saya Achmad Raja Qodli Zaka peserta Program Studi Independen Bersertifikat Kampus Merdeka dari Prodi Pendidikan Teknik Informatika dan Komputer angkatan 2019, Universitas Negeri Semarang. Ketika saya diterima pada program ini, saya merasa sangat senang saat diterima di PT. Microsoft Indonesia, suatu kebanggaan bisa bergabung dalam salah satu bagian dari perusahaan besar dunia. Saya mendapat banyak ilmu baru tentang cloud computing yang tidak saya pelajari pada bangku perkuliahan. Saya juga sangat senang karena bisa bertemu teman-teman dari seluruh Indonesia yang ramah, kompak, dan saling membantu satu sama lain. Pengalaman luar biasa bisa diampu oleh Pak Insap selaku mentor dari Universitas Gadjah Mada yang punya pengalaman sangat luar biasa didampingi asisten mentor yakni Mas Revin yang baik hati selalu intens memberi arahan dan bimbingan kepada kami, serta selalu direpotkan oleh saya. Pengalaman berharga yang saya dapatkan disini tak pernah saya lupakan. Dan dengan bekal dari Studi Independen ini, semoga saya bisa melanjutkan dan menyukseskan karir saya di bidang Cloud Computing. 
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";2;Nasbung ?;0;maa.maddd;Nasbung ?;0;raja.qz;@maa.maddd aman;0;;;0;;;0;;;0;;;0;;;128;raja.qz;2021-12-23T09:01:10.000Z
"Hi, I'm Nafiul Huda, a student of Universitas Brawijaya. In this 5th semester I had the opportunity to take part in a Studi Independen from the Kampus Merdeka program at PT Microsoft Indonesia.
While participating in Activities, I gained new knowledge regarding Data and Artificial Intelligence. The material and series of learning activities are very interesting, even though the activities are carried out online.
Thank you to all the mentors, mentor assistants, Mari Belajar, and Kampus Merdeka who have guided and facilitated so that this activity can take place well. I hope to apply what I have learned during the Independent Study Activities.

#Microsoft
#MerdekakanPeluang
#KampusMerdeka
#StudiIndependen
#maribelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;4;lifeasnafiulhuda;2021-12-23T09:03:12.000Z
"Hello, my name is Josephine Gale, a student from Institut Teknologi Sepuluh Nopember. Last September, I had the opportunity to participate in the Program Magang dan Studi Independen Kampus Merdeka for four months by Kementerian Pendidikan dan Kebudayaan (Ministry of Education and Culture Republic of Indonesia).

During my learning process, I learned new things about Cloud Fundamentals from Microsoft MariBelajar. Azure Fundamentals, Microsoft Certified: Security, Compliance, and Identity Fundamentals, Power Platform Fundamentals, and Microsoft Azure Administrator were among the topics I learned. With the knowledge I got, I have now earned three Microsoft certifications.

Thank you to all of the mentors, mentor assistants, and Kampus Merdeka who have helped to guide and facilitate this activity. I am hoping to use what I've learned in this Studi Independen to good use.

#Microsoft #PeluangkanMerdeka #KampusMerdeka #StudiIndependen #MariBelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;41;josephinerpgale_;2021-12-23T09:54:20.000Z
For the last 4 months I have participate in a program where I study data and AI at an fundamental and intermediate level, said experience has increased my knowledge in the field of Data and AI tremendously I cannot thank the team at @maribelajar_id and @microsofteducationindonesia enough for the wonderful experience and  opportunity they have given me, once again thank you sincerely Zaki #kampusmerdeka #studiindependen #maribelajar;4;;0;tianbask;;0;nanang.burhan_;Congrats;0;sultan_rayhan;Mantap kii;0;champagneumi;go off king;0;;;0;;;0;;;78;zakiahmadi16;2021-12-23T08:03:53.000Z
".
Saya Cecep Wahyu Cahyana, mahasiswa Teknologi Informasi UNY 2019, berkesempatan untuk menjadi bagian program Studi Independent @kampusmerdeka.ri batch 1 bersama Microsoft Indonesia, program yang dipelopori oleh @microsoft Indonesia bersama @maribelajar_id ini bertujuan untuk membentuk mahasiswa untuk dapat siap terjun ke dalam dunia kerja. Program ini mengekspos para mahasiswa untuk mempersiapkan keahlian yang relevan dengan bidangnya masing-masing, salah satunya adalah bidang Data and Artificial Intelligence yang saya ikuti.

Dalam program Data and Artificial Intelligence (AI) ini saya mempelajari tahapan pengolahan data mentah untuk dapat diterjemahkan, diolah, divisualisasikan, dan kemudian dapat dijadikan laporan untuk membantu proses manajemen dan pengolahan data perusahaan, dengan menggunakan Machine Learning (ML) dan juga Power BI. Kompetensi lain yang saya dapatkan dari pelaksanaan program ini adalah pengembangan aplikasi, penerapan Artificial Intelligence (AI) dalam berbagai bidang industri, dan juga pembuatan Chatbot. Muara dari semua itu tentunya adalah untuk meningkatkan operasional bisnis dari perusahaan.

Terima kasih saya ucapkan kepada mentor sekaligus pendamping saya dalam pelaksanaan program ini yaitu Bapak Charles Bernando, S.Si., MA, Ph.D., yang sudah membimbing kami dengan sangat luar biasa yang sangat bermanfaat untuk bekal saya di masa depan. Yang kedua untuk asisten mentor Kak Yuga Samuel, yang selalu saya repotkan dalam setiap pengerjaan project dalam program ini. Dan yang terakhir, diucapkan terima kasih untuk teman-teman ""berdinamika"" DAI-007 yang sudah berjuang dan berkembang bersama selama 4 bulan ini, terima kasih untuk Insight dan semangat yang luar biasa selama ini, yang membuat saya selalu bersemangat untuk melangkah dan menuntaskan problematika yang ada.

@microsofteducationindonesia, @maribelajar_id, @kampusmerdeka.ri
.
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;-1;whychy_;2021-12-23T08:58:58.000Z
"Sebuah pengalaman menarik bisa mengikuti kegiatan Studi Independen di Microsoft. Selama kurang lebih 4 bulan mempelajari Cloud Fundamental Track, banyak ilmu, pengalaman dan teman yang saya dapat. Bukan hanya itu, saya juga mendapatkan 4 voucher sertifikasi secara gratis. 

Terimakasih @microsofteducationindonesia 
@maribelajar_id 
@kampusmerdeka.ri 

#microsoft
#merdekakanpeluang
#maganggdanstudiindependen
#maribelajar
#studiindependen";0;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;29;muhajirahmad25;2021-12-23T08:18:42.000Z
"Assalamu'alaikum Wr. Wb. 
Haii, saya Lisa Nur H. dari S1 Manajemen STIE AUB Surakarta. Disini saya mau berbagi pengalaman selama mengikuti program MSIB Kampus Merdeka Microsoft Productivity: The Modern Workplace di Microsoft Indonesia.

Selama kurang lebih 4 bulan saya mengikuti program MSIB ini, saya banyak belajar terutama tentang Microsoft. Pada dasarnya Microsoft terlihat sederhana tetapi tidak sesederhana yang dilihat. Di Microsoft sendiri banyak produk-produk yang dimilikinya yang jarang diketahui bagi yang awam dan keamanan dalam Microsoft dapat dipercaya. Dan selama mengikuti MSIB Microsoft Productivity ini bener-bener belajar dari awal banget. 
Dan saya berterima kasih kepada @microsofteducationindonesia @kampusmerdeka.ri yang sudah menerima dan memberi kesempatan pada saya dan untuk mengikuti program ini, @maribelajar_id yang sudah menyediakan media pembelajaran. Juga Ibu @fitasukiyani sebagai mentor yang baiik sabar ramah banget, Kak Noorsy sebagai asmen yang baik banget, tak lupa temen-temen MP-005 yang baik solid dan kompak banget walau via online.

Semoga menginspirasi temen-temen yang belum mengikuti dan tertarik untuk mengikuti Program MSIB Kampus Merdeka ini.
Wassalamu'alaikum Wr. Wb. 

#KampusMerdeka
#Microsoft
#Studiindependen
#MariBelajar
#MerdekakanPeluang";8;Wahhhhh lisaaa;0;ar.sita_;Wahhhhh lisaaa;0;nabila_zaj;Lisaaa;0;renynapr;Mantap lis;0;ayuk14;Wawawawwww daebakkk;0;lisanur_h;@ar.sita__ ??;0;;;0;;;40;lisanur_h;2021-12-23T12:48:26.000Z
"Assalamu'alaikum, halo semua

Perkenalkan Nama saya Rizky Milanto dari Politeknik Manufaktur Bandung. Saya adalah salah satu mahasiswa Magang dan Studi Independen Bersetifikat di PT.Microsoft Indonesia yang di selenggarakan oleh kampus Merdeka. Dalam Studi Independen di Microsoft, saya memilih Learning Track
Data And Artificial Intelligence. Saya memilih Learning Track tersebut dikarenakan saya tertarik dengan Kecerdasan Buatan / AI yang akhir-akhir ini cukup populer di dunia industri, baik dari industri otomotif, Food Manufacturing, hingga industri bisnis dalam menganalisis sebuah peluang bisnis . Pada program ini juga saya merasa mendapatkan skill tambahan berupa softskill yaitu kemampuan bekerjasama, mengemukakan pendapat, dan melakukan presentasi dengan baik. Selain itu, saya juga mendapat teman-teman baru yang berasal dari berbagai Universitas di Indonesia.
Senang rasanya, dapat mengakhiri program ini dengan baik. Selain itu kesenangan pun bertambah saat saya dinyatakan lulus dalam sertifikasi yang saya inginkan yaitu ARTIFICIAL INTELLIGENCE FUNDAMENTAL (AI-900) dengan nilai yang cukup memuaskan.
Terimaksih untuk bapak Charles Bernando selaku mentor kelas DAI-007 yang selalu sabar mengajari kami semua dari nol, yang tadinya tidak paham sama sekali tentang AI hingga paham dan dapat mengimplementasikannya dan terimakasih juga kepada Kak Yuga selaku Asisten Mentor di kelas ini yang selalu responsif dan sabar dalam menjawab dan memberi arahan kepada kami semua.
Terimakasih juga untuk teman-teman DAI-007 yang selalu berjuang bersama dan saling support. Thx all
#Microsoft #MerdekakanPeluang #KampusMerdeka #StudiIndependen #MariBelajar";2;Mantaap kereen;0;m_syamsu_rizal;Mantaap kereen;0;rizkymilanto;@m_syamsu_rizal Alhamdulillah,;0;;;0;;;0;;;0;;;0;;;36;rizkymilanto;2021-12-23T11:14:57.000Z
"Haii. Saya Ahnaf Habib mahasiswa Universitas Airlangga. Saya mendapat kesempatan menjadi bagian dari Magang dan Studi Independen Bersertifikat oleh Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi di @microsoft Indonesia dengan learning path Cloud Fundamental Track.
Sangat bersyukur dapat menjalalani empat bulan belajar di Microsoft Indonesia, saya mendapatkan berbagai ilmu dan pengalaman yang tentunya sangat bermanfaat sekaligus mendapatkan teman2 yang keren. Meskipun learning path SI yang saya ikuti sangat jauh dari bidang studi saya, tetapi hal tersebut merupakan suatu yang sangat menyenangkan walaupun sedikit menantang. 
Terakhir, terimakasih kepada @kemdikbud.ri dan khusunya Pak @nadiemmakarim yang telah merancang program luar biasa ini.  Terimakasih juga untuk Bapak Insap dan Mas Revin sebgai Mentor dan Ass Mentor CF 005 , kalian terbaik . And Shout out to @kampusmerdeka.ri  @microsofteducationindonesia @maribelajar_id yang telah menyelenggakan program luar biasa ini . Thanks All";2;terimakasih pak @jokowi;0;anbarluthfiana;terimakasih pak @jokowi;1;_qorinashinta;keren pollll;0;;;0;;;0;;;0;;;0;;;77;ahnafhabib;2021-12-23T10:38:06.000Z
